flight_date,from,to,avg_weeks,std_weeks
2012-12-07,DEN,SEA,10.7272727273,6.89500729087
2013-01-26,ORD,SEA,10.3157894737,7.60885910253
2013-02-22,DFW,DEN,9.16666666667,6.40082715243
2013-01-05,EWR,LAX,13.8461538462,9.84963880634
2013-02-22,LGA,MIA,9.47368421053,6.39764210951
2013-01-15,PHL,ATL,7.77777777778,5.65223074709
2013-01-18,BOS,PHL,8.4,6.98774437344
2012-11-19,PHL,ORD,9.0,6.10689099682
2013-01-15,LAX,SEA,10.9047619048,9.16463180878
2012-12-19,DEN,MSP,9.21052631579,5.98682764602
2012-11-20,LAX,JFK,18.8684210526,13.1358207444
2012-11-27,MSP,ATL,9.81818181818,6.77977639494
2012-11-28,ORD,IAH,7.46666666667,5.50151494287
2013-02-15,SFO,BOS,10.7142857143,7.51094439563
2012-12-23,LAX,LAS,14.5769230769,12.5926107759
2013-02-10,DTW,LGA,8.4,10.2176318196
2012-12-01,ATL,EWR,8.46666666667,7.7447370763
2012-11-29,DEN,LAX,10.8571428571,7.6110821457
2013-01-22,LAX,JFK,17.0909090909,12.8874057619
2012-11-28,ATL,BOS,8.42105263158,6.18524938394
2013-02-20,ORD,PHX,8.0,5.04975246918
2012-11-16,DFW,ATL,12.0,11.1568898209
2013-02-24,DFW,LAX,8.88888888889,6.98644813309
2012-11-16,ATL,DFW,11.8333333333,7.60815733085
2012-12-22,ORD,SFO,19.5,13.1937772293
2013-01-28,LGA,CLT,6.85714285714,5.82906699035
2013-02-05,ATL,MIA,12.9583333333,10.11876933
2012-12-20,SFO,EWR,14.8695652174,13.4106617958
2012-12-08,SFO,LAX,14.2222222222,11.4028786289
2013-03-05,LGA,DFW,5.91666666667,4.31610795495
2013-01-21,LAX,SFO,13.4444444444,10.5514611942
2013-02-05,SFO,LAS,10.9130434783,8.23469955007
2012-12-09,PHL,ATL,9.35,7.44294084492
2013-01-13,ATL,LAX,13.4642857143,9.86006589587
2012-11-27,MIA,ATL,14.9230769231,11.5201495717
2012-12-09,MCO,PHL,18.4166666667,12.1311287898
2012-12-08,LAX,IAH,17.75,14.3362400154
2013-01-02,DEN,LAS,10.0952380952,6.36321272554
2013-02-01,DFW,PHL,7.53333333333,5.37011128731
2012-11-15,LGA,CLT,7.86666666667,6.09293111103
2012-12-08,IAH,ORD,10.8421052632,9.32298925533
2013-02-07,LAX,BOS,11.5,9.72355999866
2013-02-07,MSP,ORD,11.2105263158,10.1246615711
2013-03-04,DEN,LAX,11.3,9.60865837615
2013-01-31,EWR,LAX,10.5714285714,7.2081303302
2013-02-26,BOS,LAX,7.92857142857,6.78759372469
2013-01-10,DEN,SEA,8.95,6.7236816356
2013-01-01,SFO,SEA,10.3913043478,7.12064304064
2012-12-19,CLT,LGA,12.6086956522,11.7656631789
2012-12-10,ATL,MSP,10.7,9.69047280363
2012-12-10,MIA,JFK,16.3,12.6495195493
2013-03-02,DFW,PHL,4.0,2.16024689947
2012-12-17,PHL,DFW,7.13333333333,4.71875689845
2013-01-30,JFK,MCO,12.48,10.0917458021
2012-11-29,ATL,CLT,7.52941176471,5.83221277753
2012-12-09,LGA,ATL,14.8148148148,12.3414156931
2012-12-13,LAS,SFO,10.6315789474,9.40573422213
2013-01-26,SFO,ATL,7.70588235294,5.83914276545
2013-01-27,LAX,BOS,11.5769230769,7.65335522198
2012-12-05,JFK,LAX,17.25,11.6677210408
2013-02-15,SEA,ORD,12.2608695652,9.28448065471
2013-01-31,PHL,MCO,11.6666666667,7.32278556328
2013-01-17,PHL,BOS,7.08333333333,6.9603857434
2013-02-17,ATL,MSP,10.2631578947,7.31696738382
2013-03-01,ORD,PHX,7.66666666667,5.30049413689
2012-11-21,MSP,DEN,12.5,10.008329864
2012-11-18,ORD,LAX,11.7083333333,7.43949020382
2013-03-01,DEN,ORD,11.6842105263,9.66696914227
2013-02-22,ATL,LAX,11.7272727273,10.955241486
2013-03-04,DFW,ATL,12.92,8.68868996646
2013-03-05,DFW,LGA,5.66666666667,3.86906926401
2013-01-04,MIA,LGA,18.6,12.61698202
2013-03-04,DFW,PHL,10.4,7.02177065689
2012-11-28,IAH,ORD,9.75,9.78093383408
2013-01-23,PHL,ATL,6.64285714286,6.18443633222
2012-12-18,SFO,LAX,14.8620689655,11.1314359808
2013-02-11,PHX,DEN,9.15789473684,5.89974724407
2012-12-29,SFO,DEN,9.31578947368,6.15587011251
2012-11-17,SFO,LAX,13.9642857143,10.297364434
2013-01-14,ORD,DTW,10.3,9.09655805352
2012-12-26,ORD,IAH,11.2727272727,8.01891702807
2012-12-21,DEN,ORD,12.4545454545,9.89818296325
2013-02-20,ATL,ORD,7.875,5.34009987422
2013-02-24,LAX,DFW,15.3214285714,12.6316872907
2012-12-01,LAS,JFK,12.1739130435,8.54215309197
2012-12-11,SFO,LAX,14.2592592593,11.4374304289
2013-01-03,EWR,ORD,12.7,12.3164417281
2012-12-06,ORD,DEN,7.5625,4.87125924856
2013-01-04,BOS,LGA,3.75,2.91547594742
2012-12-05,ORD,LAS,8.52941176471,6.10448244181
2013-02-07,ATL,MCO,10.0,6.93579578404
2013-01-25,MCO,PHL,12.7083333333,9.87961963124
2012-12-16,ORD,PHX,8.7,6.09659093696
2012-12-03,DEN,PHX,9.0,7.50111102882
2013-02-03,LGA,CLT,9.44444444444,8.14011289286
2012-12-12,DFW,BOS,5.57142857143,4.07080195679
2013-02-16,PHL,BOS,11.1538461538,13.4464750886
2012-12-08,BOS,ORD,9.0625,7.48748956594
2013-01-01,MCO,ATL,14.6428571429,10.2747957922
2012-12-10,SFO,LAS,16.2307692308,13.0546779119
2012-12-10,IAH,LAX,13.2727272727,12.954799876
2012-12-12,EWR,ATL,7.11764705882,5.06066143085
2013-02-03,ATL,MIA,11.875,8.75419154264
2012-12-28,ORD,ATL,14.3181818182,13.0069079215
2012-12-18,SFO,JFK,16.0357142857,13.5277003681
2012-12-07,PHL,BOS,4.5,3.0276503541
2012-11-26,LAX,ATL,15.8,12.5955657222
2013-01-29,LAX,BOS,9.64705882353,7.92102563175
2013-01-26,LGA,DTW,6.23076923077,4.2847373734
2012-12-16,DEN,ORD,13.2272727273,12.1456706697
2013-01-23,LAX,ATL,10.9523809524,8.16992160597
2013-01-03,ATL,ORD,17.7407407407,14.2871448205
2013-01-27,ATL,PHL,13.3333333333,12.5193184053
2012-11-17,LAX,LAS,13.12,10.8255869741
2013-02-04,DFW,LGA,12.2,10.9861156394
2012-12-21,LAX,EWR,16.4827586207,12.4430723401
2013-02-10,ATL,DFW,6.75,4.94637914708
2012-11-28,SEA,DEN,9.05882352941,7.21518007602
2013-01-01,DEN,SEA,14.4814814815,10.4121614189
2012-12-27,BOS,ORD,11.1363636364,8.06695466553
2012-11-17,LAX,JFK,18.8205128205,12.5275943733
2012-11-23,JFK,LAX,17.8484848485,12.2119849229
2013-01-17,LAX,SFO,16.9117647059,11.9832399298
2013-01-23,JFK,MCO,11.4545454545,7.91458733231
2013-01-29,MSP,DEN,8.125,8.07361959305
2013-03-05,LAX,BOS,11.1,8.58946723426
2012-12-24,ATL,DTW,7.8,5.78421497328
2013-03-03,ORD,SFO,8.41176470588,5.78855361392
2012-11-17,DFW,PHL,9.23529411765,7.49607740559
2013-02-10,LAX,ATL,11.9545454545,10.2885848568
2012-12-14,LAS,JFK,13.7857142857,10.307699901
2013-03-02,MIA,ATL,15.5416666667,12.727850895
2013-01-05,JFK,SFO,21.05,13.933817928
2012-12-06,ORD,SFO,8.125,5.77205913576
2012-12-24,JFK,MIA,13.9166666667,11.3517539984
2013-01-07,PHL,ORD,9.58823529412,8.68949670241
2013-01-10,DFW,LAX,14.68,12.1405656101
2012-12-29,LGA,MIA,17.4,11.8822655792
2013-01-21,LAX,IAH,12.1363636364,10.324706635
2012-11-29,LAS,SFO,13.3333333333,10.5156887623
2013-01-13,ORD,ATL,10.5714285714,9.35719738261
2013-02-07,ATL,DFW,9.11111111111,6.23923910226
2012-12-10,DEN,ATL,8.29411764706,5.52001705027
2012-12-12,PHL,BOS,8.0,7.30647763184
2013-02-24,PHX,DEN,11.5,8.58208447366
2013-01-03,ATL,EWR,9.5,5.9160797831
2012-12-10,LGA,BOS,5.61538461538,4.87405480646
2013-01-14,SFO,LAX,15.3666666667,11.7575605414
2012-12-06,ATL,BOS,10.5714285714,9.16281304279
2012-12-03,ORD,EWR,10.1176470588,8.23014544936
2012-12-27,LAX,BOS,11.5217391304,9.54829620793
2012-11-22,MIA,LGA,10.6111111111,8.52083183518
2013-02-12,ORD,PHL,6.61538461538,4.66437672754
2013-03-02,ATL,LAX,7.61538461538,6.86219670293
2012-11-26,LAS,LAX,18.5454545455,14.1246480246
2013-01-19,ATL,ORD,11.0555555556,9.93787894415
2013-01-10,MSP,DEN,9.15789473684,5.92792972944
2013-03-03,DFW,ATL,7.0,5.30408647491
2012-11-29,EWR,SFO,10.8888888889,9.98168256999
2013-01-05,EWR,ORD,9.0,8.5712698398
2012-11-25,ATL,MIA,13.4090909091,11.5290898782
2013-02-01,SFO,SEA,9.73684210526,6.78922434829
2013-02-05,DTW,LGA,8.11764705882,6.32339261138
2012-12-23,MCO,EWR,17.3666666667,12.9919957675
2013-01-21,ORD,SEA,11.5714285714,8.60564598721
2013-02-28,SFO,ORD,10.9047619048,7.79040924409
2012-12-19,DFW,LAX,13.2916666667,10.1702001462
2013-02-09,LAX,JFK,15.2580645161,11.4337737775
2012-11-21,SFO,LAX,13.037037037,9.5574436616
2013-03-05,SFO,DEN,14.3333333333,11.3661077681
2013-01-05,LGA,CLT,10.0,7.38617326872
2013-01-24,DEN,LAX,16.2068965517,11.9981525672
2013-02-07,SFO,EWR,10.2,7.27360042605
2012-11-24,LGA,DTW,13.4583333333,10.6402809977
2012-12-11,DEN,LAS,14.3571428571,11.3634054811
2013-01-27,PHL,DFW,9.0,6.06823939967
2013-02-06,DTW,ATL,12.5238095238,10.1568649081
2013-02-02,ORD,DEN,11.8181818182,6.9873107003
2013-01-14,LAX,ORD,14.7692307692,11.1114632423
2012-12-25,ORD,SEA,11.0,10.3364454849
2013-01-22,SFO,LAS,11.3181818182,7.89446076832
2013-03-01,ATL,BOS,8.44444444444,6.93857268101
2013-02-26,DFW,LAX,7.13333333333,6.18600571182
2012-11-16,JFK,MCO,15.6296296296,12.1596689863
2012-11-24,PHL,ORD,9.68421052632,6.91257012485
2012-12-04,DEN,ORD,10.4736842105,9.35929971889
2013-01-31,EWR,BOS,8.7,6.09659093696
2012-12-26,SFO,JFK,16.40625,10.8117599504
2012-12-11,DFW,ATL,8.83333333333,6.0415229868
2013-03-04,ORD,SEA,9.93333333333,10.5252530792
2013-02-14,LAX,EWR,11.5,11.1095028076
2012-12-01,ORD,SEA,15.3333333333,14.0475383371
2013-03-03,IAH,ORD,8.47058823529,5.91732252648
2013-03-02,MSP,ORD,13.0714285714,15.8622158008
2013-02-13,SFO,ORD,9.55,6.00416522091
2013-01-01,ORD,DEN,11.7142857143,9.13314215997
2013-01-03,SFO,BOS,14.7307692308,11.3333408748
2013-02-03,SFO,BOS,7.66666666667,5.43409714347
2012-11-28,SFO,ORD,10.5263157895,8.74559203925
2013-03-04,ORD,PHX,7.0,7.61577310586
2012-11-17,ATL,DFW,12.35,10.9989233923
2012-12-10,SFO,SEA,12.5384615385,9.07405430546
2013-01-29,EWR,BOS,9.4,8.55903866431
2013-01-17,LAX,DFW,14.7586206897,9.72719006707
2013-02-14,ATL,CLT,5.90909090909,6.72985208537
2013-02-19,CLT,ATL,10.25,10.0365996898
2012-11-21,SEA,LAX,9.95454545455,7.33859512134
2013-01-06,ORD,BOS,9.6,6.08189721092
2013-01-19,LAX,ATL,12.28,10.1919903192
2013-02-03,DFW,LAS,9.0,6.33384930819
2013-01-25,ORD,MSP,9.55555555556,6.85327077106
2012-12-10,DFW,PHL,7.6875,5.12144185427
2012-12-01,MSP,ORD,9.47058823529,7.35796886935
2013-02-05,ATL,EWR,6.71428571429,4.59813626841
2013-02-02,JFK,MCO,12.9615384615,9.81623459064
2012-11-19,DEN,MSP,7.53333333333,5.26262653959
2012-12-30,PHX,DEN,14.3461538462,11.0088775366
2013-01-23,LAS,SFO,13.8461538462,9.95868387968
2012-12-09,ATL,PHL,8.72222222222,7.96909881654
2012-11-19,LAS,JFK,13.6071428571,9.96415533472
2013-02-06,LGA,ATL,8.64705882353,7.17583772523
2013-01-02,ORD,LGA,12.2857142857,11.0278867293
2013-03-05,LAX,ATL,12.2857142857,10.5315851473
2012-12-08,ORD,PHX,11.1,9.28439551075
2012-12-31,DTW,ATL,11.0526315789,9.73809064225
2012-11-15,SEA,LAX,9.73684210526,8.31225404156
2013-02-21,SFO,SEA,11.2857142857,8.54483971262
2013-01-05,SFO,BOS,14.12,11.336960204
2013-01-01,EWR,ATL,13.9130434783,12.0450406372
2013-02-15,ATL,BOS,12.5238095238,10.6424576467
2012-11-19,LGA,MIA,11.2,8.5013930747
2013-01-02,SFO,DEN,13.1363636364,11.4029881403
2012-12-18,MIA,LGA,11.0476190476,9.98236540343
2012-12-02,DTW,ATL,6.46666666667,5.09715139867
2013-01-16,LAS,DEN,10.1904761905,6.48551499589
2012-11-18,MSP,DEN,9.0,6.31524765478
2012-12-02,LGA,CLT,10.75,8.88449269944
2013-01-14,DEN,ORD,8.0,5.04975246918
2013-02-13,DFW,PHL,7.26666666667,4.83243012907
2013-01-20,BOS,LAX,13.1666666667,10.7082522695
2013-03-02,LAX,LAS,10.2222222222,9.84321537349
2013-02-25,ATL,CLT,6.16666666667,4.68718433281
2012-12-06,SEA,LAX,10.0952380952,8.84819056025
2012-12-14,ORD,DFW,12.5416666667,8.85623910102
2012-12-14,BOS,ORD,11.6818181818,8.65962917735
2013-02-04,LAX,SEA,12.52,8.08867521085
2013-02-13,DTW,LGA,8.11764705882,6.18346942401
2012-11-17,ORD,BOS,11.3636363636,8.07433001523
2012-12-13,ATL,MIA,15.8928571429,12.8274569106
2012-12-28,ATL,BOS,14.1153846154,10.4358111255
2012-12-12,DFW,LGA,7.9375,5.4585559751
2012-12-12,LAX,SFO,15.0,12.5667448818
2012-12-14,SFO,ATL,9.55,7.65351656361
2012-12-24,ATL,BOS,10.2105263158,7.70698779152
2012-11-22,DTW,ORD,7.70588235294,6.05975149947
2012-11-27,DTW,LGA,8.38888888889,6.55419837508
2013-02-19,ATL,CLT,5.69230769231,4.80251002749
2012-11-20,ORD,DFW,13.1666666667,9.67141312757
2012-12-10,SFO,DEN,9.38888888889,7.66304262172
2013-01-26,BOS,EWR,7.64705882353,5.73303122779
2013-02-26,ATL,BOS,10.3,8.76656327069
2012-11-17,SFO,JFK,14.1153846154,10.6257307441
2013-01-28,BOS,PHL,4.6,3.20416395752
2013-02-05,MCO,EWR,10.25,7.00281898125
2012-12-25,PHL,MCO,18.09375,11.6656633593
2013-03-02,ATL,SFO,7.08333333333,6.2443914229
2013-02-26,DFW,DEN,8.8125,10.1798411906
2013-02-26,IAH,LAX,11.9090909091,9.06016446245
2013-02-26,ORD,PHL,7.08333333333,6.37407153072
2012-12-05,SEA,LAX,13.2173913043,11.0575211826
2013-03-03,DFW,DEN,7.73333333333,5.70045946352
2013-02-21,MSP,ORD,9.29411764706,7.26949711021
2013-01-19,LAX,JFK,17.3548387097,13.0602409041
2012-12-03,PHX,ORD,11.7058823529,11.6230627734
2012-12-12,DFW,DEN,7.8125,5.34438958161
2013-01-01,ORD,MSP,11.9130434783,10.1619300398
2012-12-22,SFO,EWR,14.32,8.70210702455
2012-12-01,ORD,PHX,8.66666666667,5.59411455434
2012-11-19,PHX,DEN,9.81818181818,6.90504552336
2013-01-31,IAH,ORD,11.75,9.28425378913
2013-02-14,IAH,ORD,9.76470588235,7.66101667343
2013-03-01,PHL,DFW,9.72222222222,6.72839073108
2012-12-06,LAX,LAS,13.5384615385,10.9953836467
2012-12-15,LAX,ORD,16.0625,11.2764027094
2013-01-04,ATL,LGA,13.2307692308,8.89632594865
2012-11-17,BOS,LGA,9.5,12.6598865426
2012-12-01,ATL,LGA,14.3333333333,11.5407281311
2012-12-11,LAX,SFO,13.5384615385,10.5422227987
2013-02-06,LAX,IAH,12.2727272727,10.479830143
2012-12-09,LAX,JFK,18.3684210526,12.2946286945
2013-02-05,MSP,ATL,10.5454545455,8.02808921539
2013-01-22,SFO,ATL,8.95,6.27002056573
2012-12-11,IAH,LAX,9.71428571429,7.38337901738
2013-03-04,EWR,LAX,10.125,9.47892398957
2012-12-24,SFO,JFK,15.6129032258,11.6180245577
2012-12-04,ATL,MIA,11.347826087,9.30106883229
2012-11-29,LAS,DEN,10.3,9.00350808823
2013-03-03,LGA,ORD,8.5,6.62659525744
2012-12-17,LAX,BOS,13.8214285714,10.6251050415
2013-01-29,MCO,PHL,10.15,6.52343951899
2012-12-15,MCO,PHL,14.9,9.62521831369
2013-02-01,SFO,LAX,15.0384615385,12.6316452427
2012-12-13,CLT,LGA,12.625,8.87013798236
2012-12-02,MIA,LGA,18.4375,13.5168652121
2012-11-16,EWR,ATL,10.8,8.87693640847
2013-02-25,ORD,LAX,10.7368421053,8.15026997006
2013-01-29,LGA,ORD,6.5625,4.66145542365
2013-02-27,LAS,SFO,12.0526315789,11.8061833338
2012-12-25,BOS,PHL,8.625,4.99165971062
2012-12-19,EWR,ATL,12.7391304348,9.34790881478
2013-02-17,ATL,ORD,12.7391304348,9.10153529159
2012-11-28,BOS,LAX,11.3888888889,8.43060872053
2012-11-15,ATL,EWR,11.1904761905,8.51245585962
2012-11-21,DFW,SFO,7.75,5.10555253295
2013-02-05,SFO,SEA,8.75,6.95221787154
2013-02-07,DFW,ATL,11.7647058824,13.0744474633
2013-02-10,SFO,ORD,8.55,5.83523778436
2013-02-13,ATL,MCO,10.6363636364,8.08611658247
2013-02-25,JFK,MIA,10.2222222222,7.52685822713
2013-02-06,LGA,BOS,4.58333333333,3.47610893577
2012-11-28,LAS,LAX,15.4482758621,10.3530057985
2012-12-27,SFO,BOS,14.5333333333,10.4806334809
2013-01-26,LAX,ORD,17.6333333333,13.6115654002
2012-12-12,SFO,EWR,8.35294117647,5.53332152137
2013-02-09,LAX,DEN,11.8695652174,8.60921466076
2013-02-22,ATL,MIA,12.92,10.0702532242
2013-01-04,ORD,PHX,14.28,9.26246907327
2013-01-02,PHL,ORD,8.95,6.50080966617
2012-11-28,PHX,DEN,8.47058823529,6.02201842262
2013-02-24,LGA,DFW,8.29411764706,5.54261564925
2012-12-12,CLT,ATL,6.33333333333,4.90869005899
2012-12-01,ATL,CLT,7.83333333333,5.8233808656
2013-01-24,SEA,SFO,10.1666666667,7.57899574288
2013-01-11,JFK,MIA,12.3333333333,13.1199593495
2013-01-04,LAX,EWR,14.0,11.105554166
2012-12-01,LAS,SFO,11.380952381,10.4569411898
2013-02-13,DEN,DFW,9.58823529412,6.91066950021
2012-12-03,ATL,MSP,10.6842105263,7.88847705045
2012-12-18,EWR,ORD,10.95,8.26199287798
2012-12-03,ATL,PHL,9.17647058824,6.82124708281
2012-12-11,SEA,LAX,10.5238095238,8.87479040665
2013-02-20,PHL,ORD,7.46666666667,4.92612085384
2012-12-31,ATL,MSP,12.0,9.22810352872
2013-01-19,BOS,LAX,10.3684210526,7.84722545671
2013-02-15,ATL,CLT,5.92857142857,4.66516197615
2012-12-31,JFK,MIA,13.3181818182,11.5568423914
2013-01-10,LAX,EWR,10.4,7.64612044731
2012-12-16,DEN,MSP,9.45,7.33753866662
2013-01-01,BOS,ORD,9.7,6.25846794772
2013-02-08,SFO,DEN,9.0,5.62731433871
2013-03-02,ORD,PHX,6.41666666667,5.5178772818
2012-12-21,JFK,SFO,18.1666666667,12.8519036945
2013-01-09,MCO,EWR,14.7777777778,10.7822265908
2013-02-18,MCO,PHL,15.1034482759,10.1324966166
2012-12-24,EWR,ORD,8.92857142857,7.93690780433
2013-01-24,LAX,LAS,11.5,9.48683298051
2012-12-01,LAX,DFW,12.0,10.1295950389
2013-01-31,PHL,ORD,9.44444444444,6.8875183119
2013-03-05,SEA,SFO,7.30769230769,6.35589772553
2013-03-02,PHL,ATL,5.63636363636,4.41073071662
2013-01-28,LAX,SFO,11.6666666667,8.99597333432
2013-01-29,ATL,BOS,7.94444444444,6.03394537032
2012-12-12,DEN,DFW,10.2222222222,9.2007388166
2013-02-10,ATL,EWR,7.9375,5.48292804987
2013-02-12,CLT,LGA,7.0,5.06622805119
2012-12-26,DFW,LGA,13.0,11.0625924801
2013-01-22,SEA,ORD,8.64705882353,6.21430986183
2013-01-03,LAS,ORD,14.2083333333,9.81117006126
2012-11-30,PHL,ATL,9.35294117647,7.49117127416
2013-02-09,ORD,PHX,11.6666666667,9.46748822726
2012-12-11,SEA,ORD,12.1052631579,10.9132678518
2012-12-08,DTW,ATL,10.7777777778,8.89517751405
2012-12-03,ATL,LAX,10.5789473684,10.7616386065
2013-02-23,JFK,LAX,17.0606060606,11.3190641009
2012-11-16,JFK,SFO,13.3333333333,8.498868703
2013-02-23,SEA,LAX,11.4545454545,9.40985943282
2013-01-21,LAX,LAS,12.68,10.1559506366
2013-02-11,PHL,BOS,5.36363636364,3.90570678041
2012-11-18,LAX,DFW,16.28125,11.5597588294
2013-01-29,LGA,ATL,4.58333333333,3.47610893577
2013-01-29,DFW,LGA,6.6875,4.86783661736
2013-02-05,DEN,ATL,7.46666666667,5.50151494287
2012-12-10,PHL,BOS,9.07142857143,10.6660084504
2013-01-07,SFO,BOS,11.7272727273,8.80574389482
2013-03-01,DFW,BOS,12.5238095238,10.7871175372
2012-12-04,LAX,DFW,15.2,12.8711563842
2013-01-21,ATL,MSP,10.0526315789,8.74626068805
2012-12-25,CLT,ATL,9.63157894737,8.13231227413
2013-03-05,SFO,LAS,10.1111111111,10.4930727227
2013-01-05,BOS,PHL,8.58823529412,5.92725509331
2012-12-05,SEA,ORD,9.25,8.33866496109
2012-12-21,EWR,BOS,15.52,12.8423777653
2012-12-02,DEN,SEA,12.0526315789,11.3845591542
2013-02-21,SFO,DFW,7.52941176471,5.50133673595
2013-02-12,DTW,LGA,5.36363636364,3.8541595004
2013-01-18,ATL,ORD,8.33333333333,6.48074069841
2013-03-05,ATL,MIA,5.4,4.76561760018
2012-12-25,JFK,MIA,17.8275862069,13.8797616425
2012-11-27,ATL,PHL,12.0,10.4981201325
2013-01-29,ORD,BOS,8.94117647059,6.78666512578
2013-03-04,BOS,LAX,5.83333333333,4.15239981727
2012-12-27,DFW,LAX,15.5714285714,12.7116993981
2013-01-19,DFW,LAS,11.0952380952,7.78398845005
2012-12-14,DEN,SEA,10.7619047619,7.66097096917
2013-01-05,ORD,ATL,12.2105263158,9.1443907966
2012-12-20,ORD,DEN,7.5,4.7609522857
2013-02-23,PHL,DFW,8.86666666667,7.87279825608
2013-01-21,PHL,DFW,8.6875,7.42714615448
2012-12-24,MCO,ATL,12.9090909091,11.0104240259
2012-12-01,PHL,MCO,20.5952380952,13.7717624212
2013-01-01,ATL,DTW,11.15,8.46214480713
2013-02-24,LAX,EWR,9.42105263158,6.38849477554
2013-01-11,SFO,SEA,9.45,7.21456859417
2013-01-06,BOS,PHL,8.0,5.85540043769
2013-02-07,BOS,SFO,10.05,9.02904669445
2012-11-20,ORD,ATL,9.35294117647,7.67252546811
2012-11-28,JFK,LAX,16.5,11.1239352517
2012-11-22,SFO,ORD,10.5714285714,7.12440473704
2013-03-01,BOS,LAX,10.4210526316,9.40044791766
2013-01-24,MIA,JFK,11.5555555556,11.9026552758
2013-01-24,ORD,SEA,14.0434782609,12.5099170147
2012-12-15,LGA,ATL,12.84,10.5383426907
2012-12-29,DFW,ORD,13.6086956522,11.1262961673
2012-11-23,ORD,ATL,7.70588235294,5.90301518169
2013-02-17,PHL,MCO,14.16,10.8
2012-11-24,CLT,LGA,10.0952380952,6.37890869902
2013-02-12,LGA,DFW,9.94117647059,9.18198363805
2013-01-06,DFW,PHL,8.92307692308,10.1115572363
2013-01-05,ORD,LGA,9.29411764706,7.88800280396
2012-11-15,MCO,ATL,13.5384615385,11.1650553755
2013-01-10,LAX,DEN,13.1153846154,8.67330120808
2013-01-09,PHX,ORD,9.83333333333,8.5834999032
2012-11-30,LAX,EWR,9.47058823529,7.85905247993
2013-02-12,DEN,LAX,16.4074074074,12.6194576845
2012-11-28,DEN,ORD,9.5625,10.9237890252
2012-12-20,DEN,LAS,10.2,9.11101126746
2013-01-20,SFO,ATL,8.44444444444,6.45547849616
2012-12-18,LAS,JFK,14.2307692308,10.320107334
2013-01-07,BOS,SFO,12.4230769231,9.18334613057
2012-12-03,DFW,LAX,12.3181818182,9.18791319712
2013-01-29,SFO,SEA,7.9375,7.22466838916
2013-01-30,MSP,ORD,9.11111111111,6.40669584372
2013-02-13,JFK,MIA,16.2962962963,12.931222843
2012-12-18,ORD,DTW,8.26666666667,6.26175085815
2013-02-04,ATL,CLT,6.28571428571,4.88999876402
2013-01-28,SFO,LAX,18.71875,13.707154654
2013-01-20,ATL,CLT,8.35294117647,7.07938182745
